,AMT005c,AMT018a,AMT019a,AMT020a,AMT021b,AMT023d,AMT024b,BOL005c,BOL006b,BRT026c,BRT034f,BRT036b,BRT038b,BRT039c,TAR010c,TAR017b,bbl086b,bbl099g,bbl104h
0,-0.14325510419954401,0.0567906287988178,-0.2772181247608332,1.0156089638660948,-0.15121678843658914,0.051567121314064934,-1.0169450475723716,-0.03610001957016484,-0.1552175595523666,-0.009762553823633446,-0.10554643858526269,-0.32453485211867905,-0.5000811877203981,-0.2961440033954408,-0.552595294015144,-0.5270363158820706,0.29984210329193806,0.4132699976251146,-0.6680414985192957
1,-0.5496863334600253,0.06855686750012424,0.15921537208902992,-0.42714204118853427,0.2431779833601282,-0.2017525888339855,-0.744551337262557,-0.16976893501205126,0.19295375845346463,-0.02282656513810366,0.0026803376905579768,-0.2172744178546302,-0.997181303110076,0.015535754807497693,1.9043419397265664,-0.059089043573007594,0.26542019827932073,-1.0797618384140169,1.6583519683500727
2,0.37743823157349343,0.35290913529205614,0.0940056431308931,0.6706011481496681,0.05202780015642583,-0.37690969641895444,0.04798066349092167,0.005261975072286429,0.2675646673946197,-0.12967397649159018,0.31236446232457027,0.22377633044648482,0.34310167547795434,0.15820950270219125,0.4830554123073618,0.49317707462938554,-0.44008296257167556,-0.5436593317894127,0.6065844852994076
3,-0.08966247785171966,0.07817399248616486,-0.5037767782041489,-0.7809992886422092,0.1597359093230475,-0.041580898944953315,0.5713028736841412,0.17477009879153105,-0.4092904976784295,0.29113772043532204,-0.20917922427850488,-0.42766944880240354,-0.0489854089723627,0.5607490210272377,-0.7727059864234374,-0.3423526735707929,-0.3711057858953022,-0.9681121018570709,-0.8426743089289976
4,-0.5029314454093825,-0.20385419090126167,-0.3277193296699634,1.626811850348263,0.2512640950149554,0.001921122167152678,-0.6325988816571648,-0.12461246303024431,-0.5066299142479176,0.3725502352781298,-0.03913930563084822,0.44043094904118885,0.4385431133671487,-0.08879590952744554,-0.08508905485157126,0.19399896209108825,-0.3207284739675442,-0.7649831271283096,-0.9520711118564407
5,0.1861999036576405,0.3787614883798618,0.46385013853354007,0.5631741226907829,0.44592714993519156,0.5854041315258702,0.3644271921787201,-0.07971377957389958,-0.300281070661617,0.13912220280352194,-0.6705721331381049,-0.08584516970737921,1.3736793834528633,0.239890685288211,-0.7283766430220453,0.462376287553143,0.08403303374183713,2.1134150755477616,-1.895190330185672
6,0.5809691092733953,-0.12738393811672566,-0.038590100796573434,-0.17422731096769262,0.5441417628791609,0.2812764661445506,1.5328240202265162,0.0035109743060504073,0.10459778315127011,-0.22511937614211774,0.3572276266000136,0.23617169679647265,0.3070425554105132,-0.9092192308848106,1.3895513092145118,-0.012259663331525061,-0.621718342842422,2.590578069592449,-0.49822779672970263
7,0.28749732122011995,-0.17301375811963826,-0.027320982376308756,0.333059586952861,0.22202335371177728,0.21590504381620468,-0.9194386967233523,-0.2669158487100125,0.12823898067349315,-0.15730184653757462,-0.056873327195045675,0.1707697239624566,-0.2687751449889486,-0.1928193762846817,0.07726796918194268,0.024535473033339805,0.19478507084513685,-0.394366574407476,-1.2363643269037503
8,0.27759974072948257,0.04362840995575645,0.3964802790135109,-1.234570883648602,0.37231527101326023,-0.3699051701175269,1.4994695659801351,0.06839987345278153,0.12958502866752397,-0.3060106071907551,0.05330401836319165,0.0038147619618729145,-2.4134641871702947,-0.14413842486536854,0.8778252093905747,0.43084638244742024,-0.2271243878630531,0.4930608072793312,1.0019750338219087
9,0.297589989284754,0.004934932678221315,0.1812504203492522,0.019109165072142886,-0.13504797119316292,-0.1786960225818084,1.0783473271689203,0.3012735696663369,0.5329127634359825,0.002827945958399525,-0.6591571020951141,-0.22480857335349835,1.821491961073269,-0.6605708925049179,-1.3115625815785057,-0.2405965920039641,-0.14690265594610485,-0.8267018604259242,-1.372080215588264
10,0.2065857965113933,-0.46095008761955736,-0.10588235387292766,-0.005108348280426611,0.1963165999788652,-0.028697481094289046,0.09530583306640761,0.0024641205846500647,0.5457932426817438,0.4215362389521635,-0.10294269291252611,-0.04687742775571957,-1.5761553417980583,0.7252938065665862,0.432460534381125,-0.09722667990328038,-0.1925727291254833,2.3942406354190275,0.8726128736697323
11,-0.14788307365707443,-0.20620402573390528,0.4630470167818652,-0.24890995145304018,0.2147853041410941,0.03896551997182485,-0.990951854873785,-0.018002210301194754,0.19325074822112587,0.19263853178476964,-0.2880885623250462,-0.3479804740606447,-1.8339783016764892,0.29580626226118323,-0.1449700359464252,0.39935426735084345,-0.030936146409323406,-0.829989230487346,0.7204833347465947
12,-0.3992001013962678,-0.5305078257981863,-0.30432330629620585,-1.1488633372033838,-0.04171667006758639,-0.4366779862781316,-0.22060486367745913,0.031068774026285162,0.05327098353322768,-0.3291760418081262,-0.3676958967866435,0.3128664064212421,-2.01963840225606,-1.0871924989331228,1.3671622701862534,0.04478792685749511,0.08765735344665604,0.9978362960649338,1.2630593474054308
13,0.45078210290021214,0.2651003413412276,0.19145302288401744,0.5270857865572278,-0.5725957564483566,0.25510756657311395,0.6500822605644636,-0.4155364740637748,-0.14361372897907998,0.0630659263118627,0.5304200869082045,0.09107894939726346,-0.4814696713171278,-0.06995496205643725,0.5128996933977232,1.2583490858596331,-0.7158509239656756,-0.28204845825447045,-1.2631133771549088
14,0.46416818421978867,0.12720424703697653,-0.2319093116070392,-0.7895966012487374,-0.20578376070655402,-0.10500647684363695,-0.12922968214854968,-0.03178422506233458,0.16870260974682427,-0.15076527226151182,-0.2827240862040128,-0.0374685422806178,1.1312122909770217,-0.9835638319875333,-1.0700664752526396,-0.6945208503928404,-0.6647604890861953,-1.1387526320419212,-1.4201373469158947
15,-0.21426926385263556,-0.06902469365357078,0.09802450923256423,0.11725198653053326,0.15187928560522712,-0.22625469916774543,1.1475117861647783,0.18220684848738689,0.5553240981594394,0.1315921029779057,0.2783084536276439,0.14232285697768488,-1.0776706755566519,0.05170435291027875,-0.39472646266042855,-0.4582806845180203,0.5014822475807512,-0.38300801429512177,-0.9434168175958106
16,-0.22243479770708507,-0.13481232001042898,0.20581329541739768,-0.5573509371225169,-0.2548954459423931,0.20932931894577367,-0.9262782863425896,-0.0790317875904436,-0.6070453787683725,-0.6297149832339768,-0.15301653698251894,0.3549716562108709,2.0819644608713794,-0.019137622314847835,1.1222157498007759,-0.4419857158738898,0.480068337707817,2.0713649873953965,-1.2082641155764797
